#date,product_name,supermarket,price(Euro)
2025-05-02 23:04:13.729489,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-02 23:04:13.729489,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-02 23:04:13.729489,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-02 23:04:13.729489,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-02 23:04:13.729489,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-02 23:04:13.729489,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-02 23:04:13.729489,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-02 23:04:13.729489,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-02 23:04:13.729489,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-02 23:04:13.729489,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-02 23:08:12.696735,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-02 23:08:12.696735,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-02 23:08:12.696735,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-02 23:08:12.696735,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-02 23:08:12.696735,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-02 23:08:12.696735,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-02 23:08:12.696735,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-02 23:08:12.696735,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-02 23:08:12.696735,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-02 23:08:12.696735,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-02 23:08:12.696735,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-02 23:08:12.696735,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-02 23:08:12.696735,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-02 23:08:12.696735,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-02 23:08:12.696735,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-02 23:08:12.696735,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-02 23:08:12.696735,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-02 23:08:12.696735,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-02 23:08:12.696735,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-02 23:08:12.696735,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-02 23:19:25.453985,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-02 23:19:25.453985,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-02 23:19:25.453985,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-02 23:19:25.453985,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-02 23:19:25.453985,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-02 23:19:25.453985,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-02 23:19:25.453985,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-02 23:19:25.453985,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-02 23:19:25.453985,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-02 23:19:25.453985,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-02 23:19:25.453985,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-02 23:19:25.453985,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-02 23:19:25.453985,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-02 23:19:25.453985,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-02 23:19:25.453985,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-02 23:19:25.453985,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-02 23:19:25.453985,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-02 23:19:25.453985,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-02 23:19:25.453985,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-02 23:19:25.453985,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-02 23:21:03.876342,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-02 23:21:03.876342,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-02 23:21:03.876342,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-02 23:21:03.876342,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-02 23:21:03.876342,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-02 23:21:03.876342,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-02 23:21:03.876342,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-02 23:21:03.876342,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-02 23:21:03.876342,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-02 23:21:03.876342,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-02 23:21:03.876342,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-02 23:21:03.876342,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-02 23:21:03.876342,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-02 23:21:03.876342,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-02 23:21:03.876342,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-02 23:21:03.876342,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-02 23:21:03.876342,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-02 23:21:03.876342,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-02 23:21:03.876342,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-02 23:21:03.876342,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-03 00:02:36.320125,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-03 00:02:36.320125,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-03 00:02:36.320125,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-03 00:02:36.320125,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-03 00:02:36.320125,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-03 00:02:36.320125,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-03 00:02:36.320125,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-03 00:02:36.320125,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-03 00:02:36.320125,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-03 00:02:36.320125,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-03 00:02:36.320125,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-03 00:02:36.320125,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-03 00:02:36.320125,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-03 00:02:36.320125,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-03 00:02:36.320125,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-03 00:02:36.320125,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-03 00:02:36.320125,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-03 00:02:36.320125,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-03 00:02:36.320125,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-03 00:02:36.320125,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-03 10:48:55.031439,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-03 10:48:55.031439,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-03 10:48:55.031439,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-03 10:48:55.031439,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-03 10:48:55.031439,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-03 10:48:55.031439,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-03 10:48:55.031439,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-03 10:48:55.031439,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-03 10:48:55.031439,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-03 10:48:55.031439,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-03 10:48:55.031439,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-03 10:48:55.031439,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-03 10:48:55.031439,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-03 10:48:55.031439,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-03 10:48:55.031439,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-03 10:48:55.031439,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-03 10:48:55.031439,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-03 10:48:55.031439,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-03 10:48:55.031439,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-03 10:48:55.031439,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-03 13:57:09.171615,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-03 13:57:09.171615,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-03 13:57:09.171615,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-03 13:57:09.171615,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-03 13:57:09.171615,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-03 13:57:09.171615,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-03 13:57:09.171615,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-03 13:57:09.171615,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-03 13:57:09.171615,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-03 13:57:09.171615,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-03 13:57:09.171615,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-03 13:57:09.171615,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-03 13:57:09.171615,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-03 13:57:09.171615,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-03 13:57:09.171615,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-03 13:57:09.171615,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-03 13:57:09.171615,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-03 13:57:09.171615,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-03 13:57:09.171615,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-03 13:57:09.171615,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-03 14:32:40.429442,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-03 14:32:40.429442,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-03 14:32:40.429442,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-03 14:32:40.429442,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-03 14:32:40.429442,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-03 14:32:40.429442,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-03 14:32:40.429442,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-03 14:32:40.429442,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-03 14:32:40.429442,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-03 14:32:40.429442,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-03 14:32:40.429442,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-03 14:32:40.429442,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-03 14:32:40.429442,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-03 14:32:40.429442,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Large_20,Sklavenitis,2.38
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Large_20,Xalkiadakis,2.38
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Large_20,Bazaar,2.38
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Large_20,Krhtikos,2.98
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Large_20,Masoutis,2.98
2025-05-03 14:32:40.429442,Sanitas_Easy_Pack_Large_20,MyMarket,3.09
2025-05-03 14:38:09.869779,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-03 14:38:09.869779,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-03 14:38:09.869779,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-03 14:38:09.869779,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-03 14:38:09.869779,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-03 14:38:09.869779,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-03 14:38:09.869779,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-03 14:38:09.869779,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-03 14:38:09.869779,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-03 14:38:09.869779,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-03 14:38:09.869779,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-03 14:38:09.869779,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-03 14:38:09.869779,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-03 14:38:09.869779,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Large_20,Sklavenitis,2.38
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Large_20,Xalkiadakis,2.38
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Large_20,Bazaar,2.38
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Large_20,Krhtikos,2.98
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Large_20,Masoutis,2.98
2025-05-03 14:38:09.869779,Sanitas_Easy_Pack_Large_20,MyMarket,3.09
2025-05-03 15:25:06.689987,NOXZEMA_Roll_On_Memories,Xalkiadakis,2.27
2025-05-03 15:25:06.689987,NOXZEMA_Roll_On_Memories,Bazaar,2.39
2025-05-03 15:25:06.689987,NOXZEMA_Roll_On_Memories,MyMarket,2.42
2025-05-03 15:25:06.689987,NOXZEMA_Roll_On_Memories,MarketIn,2.49
2025-05-03 15:25:06.689987,NOXZEMA_Roll_On_Memories,Vassilopoulos,2.74
2025-05-03 15:25:06.689987,NOXZEMA_Roll_On_Memories,Krhtikos,2.74
2025-05-03 15:25:06.689987,NOXZEMA_Roll_On_Memories,Masoutis,4.84
2025-05-03 15:25:06.689987,Orzene_Shampoo_normal_400ml,Thanopoulos,2.8
2025-05-03 15:25:06.689987,Orzene_Shampoo_normal_400ml,Xalkiadakis,3.01
2025-05-03 15:25:06.689987,Orzene_Shampoo_normal_400ml,Masoutis,3.04
2025-05-03 15:25:06.689987,Orzene_Shampoo_normal_400ml,MyMarket,3.1
2025-05-03 15:25:06.689987,Orzene_Shampoo_normal_400ml,Bazaar,4.34
2025-05-03 15:25:06.689987,Orzene_Shampoo_normal_400ml,Krhtikos,4.34
2025-05-03 15:25:06.689987,Orzene_Shampoo_normal_400ml,Vassilopoulos,4.52
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Small_20,Xalkiadakis,1.35
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Small_20,Bazaar,1.35
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Small_20,Krhtikos,1.35
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Small_20,Masoutis,1.64
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Small_20,Vassilopoulos,1.64
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Small_20,Thanopoulos,1.65
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Large_20,Sklavenitis,2.38
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Large_20,Xalkiadakis,2.38
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Large_20,Bazaar,2.38
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Large_20,Krhtikos,2.98
2025-05-03 15:25:06.689987,Sanitas_Easy_Pack_Large_20,Masoutis,2.98
